round_epochs,val_loss,val_out1_loss,val_out2_loss,val_out1_mae,val_out1_mse,val_out2_mae,val_out2_mse,loss,out1_loss,out2_loss,out1_mae,out1_mse,out2_mae,out2_mse,activation,dropRate,epochs,last_activation,learningRate,nNodes,optimizer,patienceModel,regCons
50,0.1724311789349904,6.36713593848981e-05,0.04802064225077629,0.005471187178045511,6.36713593848981e-05,0.19160303473472595,0.04802064225077629,0.17366851973864766,0.00039884038,0.048775252,0.006568388,7.9768084e-05,0.19331148,0.04877525,tanh,0.0,50,linear,0.3,8,<class 'keras.optimizers.Adam'>,10,0.001
50,1.1379853511613514,0.05289198085665703,0.6642475724220276,0.2237032949924469,0.05289198085665703,0.7577887177467346,0.6642475724220276,1.3554376855729118,0.25877967,0.6677379,0.22108205,0.051755983,0.7611579,0.6677379,tanh,0.0,50,linear,0.3,8,<class 'keras.optimizers.Adam'>,10,0.1
50,0.014583657540026166,0.00018122686014976352,0.01440243050456047,0.01057109422981739,0.00018122686014976352,0.07841542363166809,0.01440243050456047,0.01544465161823032,0.0008654361,0.014579219,0.010242307,0.0001730871,0.0787074,0.014579219,tanh,0.0,50,linear,0.3,8,<class 'keras.optimizers.SGD'>,10,0.0
50,0.6277538845463405,0.0004871922719758004,0.38488447666168213,0.018782179802656174,0.0004871922719758004,0.573716402053833,0.3848845064640045,0.6335449520557646,0.008110244,0.38845313,0.035417963,0.0016220488,0.5772903,0.38845313,tanh,0.0,50,linear,0.3,8,<class 'keras.optimizers.SGD'>,10,0.01
50,0.17737683857244158,8.319383050547913e-05,0.051470451056957245,0.006814838387072086,8.319383050547913e-05,0.1980774998664856,0.05147045850753784,0.17879555547048176,0.00038867097,0.050966773,0.0064341053,7.773414e-05,0.19673634,0.050966773,tanh,0.0,50,linear,0.3,8,<class 'keras.optimizers.SGD'>,10,0.001
50,1.1735341601901583,0.04746772721409798,0.6640883684158325,0.20651106536388397,0.04746772721409798,0.7570270299911499,0.6640883684158325,1.375012597394368,0.27307114,0.6692325,0.22111624,0.054614253,0.7614035,0.6692325,tanh,0.0,50,linear,0.3,8,<class 'keras.optimizers.SGD'>,10,0.1
50,0.0035812894785074547,6.125494110165164e-05,0.0035200342535972595,0.005592978093773127,6.125494110165164e-05,0.026940660551190376,0.003520033787935972,0.0038069030521289695,0.0003162186,0.0034906848,0.0057328143,6.324364e-05,0.026480787,0.0034906853,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.Adam'>,10,0.0
50,0.6175189934079609,0.0009911787929013371,0.3746179938316345,0.029830671846866608,0.0009911787929013371,0.5662190318107605,0.3746179938316345,0.6254911295005253,0.006523385,0.38161126,0.03432162,0.0013046759,0.5735469,0.38161126,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.Adam'>,10,0.01
50,0.17236533172073817,6.128607492428273e-05,0.04846220090985298,0.005488039460033178,6.128607492428273e-05,0.19270016252994537,0.04846220090985298,0.17367428703204033,0.0004109223,0.04876128,0.0067068054,8.218444e-05,0.19325358,0.04876128,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.Adam'>,10,0.001
50,1.1397008562844897,0.05244184657931328,0.6624638438224792,0.2226046323776245,0.05244184657931328,0.7566782832145691,0.6624638438224792,1.3554344758154855,0.25876865,0.6677318,0.22107784,0.051753793,0.7611575,0.6677318,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.Adam'>,10,0.1
50,0.013055811514190975,0.00010097597987623885,0.012954839505255222,0.0074667916633188725,0.00010097597987623885,0.07185095548629761,0.012954839505255222,0.013544828159039811,0.000502607,0.013042217,0.0074807727,0.00010052148,0.071730174,0.013042217,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.SGD'>,10,0.0
50,0.6132263702059549,0.0057193259708583355,0.38115739822387695,0.0736837312579155,0.0057193259708583355,0.5707504749298096,0.38115739822387695,0.6329570492581715,0.008204749,0.3871926,0.035321068,0.001640948,0.5767103,0.3871926,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.SGD'>,10,0.01
50,0.17663641255053264,7.051350985420868e-05,0.049300726503133774,0.00600602850317955,7.051350985420868e-05,0.1932561695575714,0.049300726503133774,0.1779541593222391,0.00037479194,0.050606783,0.0063118865,7.49584e-05,0.19639362,0.050606783,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.SGD'>,10,0.001
50,1.176454688632299,0.04683907330036163,0.6634398698806763,0.20516188442707062,0.04683907330036163,0.7566511631011963,0.6634398698806763,1.3753513622851599,0.2732606,0.6692418,0.2210706,0.054652162,0.76142687,0.6692418,tanh,0.0,50,linear,0.3,16,<class 'keras.optimizers.SGD'>,10,0.1
50,0.0030605694258748184,5.830311783938669e-05,0.0030022673308849335,0.005420710891485214,5.830311783938669e-05,0.020047426223754883,0.00300226709805429,0.0032242071252392,0.00031705297,0.0029071558,0.005775351,6.3410516e-05,0.019573778,0.0029071558,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.Adam'>,10,0.0
50,0.6136094619357396,0.0020278827287256718,0.3782583475112915,0.0435977466404438,0.0020278827287256718,0.5701271891593933,0.3782583475112915,0.6255094901436851,0.0065466254,0.38160998,0.03432721,0.0013093234,0.57356405,0.38160998,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.Adam'>,10,0.01
50,0.17227313078585124,7.427371019730344e-05,0.04967290908098221,0.0062864902429282665,7.427371019730344e-05,0.19544032216072083,0.049672916531562805,0.17366306097024964,0.000408952,0.048785433,0.006686951,8.179037e-05,0.1933296,0.048785433,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.Adam'>,10,0.001
50,1.1340692919398112,0.05390297248959541,0.6608820557594299,0.22600461542606354,0.05390297248959541,0.7557134032249451,0.6608820557594299,1.355451038810942,0.25877315,0.66773474,0.2210798,0.051754713,0.76116014,0.6677347,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.Adam'>,10,0.1
50,0.010388487639526526,9.11758907022886e-05,0.010297310538589954,0.007186992559581995,9.11758907022886e-05,0.059845030307769775,0.010297312401235104,0.010914196524702545,0.0004669321,0.010447263,0.007286016,9.338635e-05,0.05981908,0.010447262,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.SGD'>,10,0.0
50,0.6201757067725772,0.0017865009140223265,0.38362517952919006,0.03979526832699776,0.0017865009140223265,0.5728173851966858,0.38362517952919006,0.6328445053289807,0.008326762,0.38674065,0.035374552,0.0016653495,0.5761908,0.38674065,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.SGD'>,10,0.01
50,0.176193972475945,6.137879972811788e-05,0.05125172808766365,0.005303725600242615,6.137879972811788e-05,0.1978127509355545,0.051251742988824844,0.1774334453637638,0.00037728547,0.050209384,0.0063390913,7.545697e-05,0.19552432,0.050209384,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.SGD'>,10,0.001
50,1.0590803871079097,0.08421538025140762,0.6640825271606445,0.2818543016910553,0.08421538025140762,0.7567506432533264,0.6640824675559998,1.3744655897693028,0.27265468,0.66920614,0.22102894,0.05453097,0.76140064,0.66920614,tanh,0.0,50,linear,0.3,32,<class 'keras.optimizers.SGD'>,10,0.1
50,0.015157246462527722,0.00015275758050847799,0.015004484914243221,0.009374208748340607,0.00015275758050847799,0.07936542481184006,0.015004484914243221,0.016054880353696052,0.0007698109,0.015285071,0.009443143,0.00015396217,0.07977622,0.015285071,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.Adam'>,10,0.0
50,0.6171426232845064,0.0013532987795770168,0.38077691197395325,0.03505482152104378,0.0013532987795770168,0.5715979933738708,0.38077691197395325,0.6266791656376823,0.006512913,0.38260052,0.03434979,0.0013025831,0.5738672,0.38260052,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.Adam'>,10,0.01
50,0.17456126454330625,7.270985224749893e-05,0.04872479662299156,0.0061430782079696655,7.270985224749893e-05,0.19269715249538422,0.04872479662299156,0.17589632549456188,0.00036732605,0.04931368,0.006190144,7.3465264e-05,0.19409664,0.04931368,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.Adam'>,10,0.001
50,1.1410530080870978,0.052527885884046555,0.66371089220047,0.22231154143810272,0.052527885884046555,0.7568200826644897,0.66371089220047,1.3570462430280352,0.25956762,0.66905534,0.22107844,0.051913507,0.7613678,0.66905534,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.Adam'>,10,0.1
50,0.0304105069340458,0.0008492132183164358,0.029561281204223633,0.021675530821084976,0.0008492132183164358,0.12243243306875229,0.02956128492951393,0.03366247054839891,0.004324197,0.029338252,0.021896685,0.00086483965,0.12173291,0.029338252,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.SGD'>,10,0.0
50,0.6339333657234434,0.0015298031503334641,0.38941946625709534,0.03490263223648071,0.0015298031503334641,0.5760982632637024,0.38941946625709534,0.6441951822193842,0.0076120165,0.39317203,0.034745015,0.0015224031,0.5799658,0.3931721,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.SGD'>,10,0.01
50,0.2155915876229604,0.00024981561000458896,0.0711856260895729,0.01121840812265873,0.00024981561000458896,0.22882169485092163,0.0711856260895729,0.21749034663514485,0.0013050061,0.07181984,0.011564488,0.00026100109,0.23002966,0.07181984,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.SGD'>,10,0.001
50,1.145627052443368,0.05982830002903938,0.6639809012413025,0.22117626667022705,0.05982830002903938,0.7567546963691711,0.6639809012413025,1.3915391768727983,0.30007124,0.6695612,0.22104745,0.06001422,0.76147825,0.6695612,tanh,0.0,50,linear,0.03,4,<class 'keras.optimizers.SGD'>,10,0.1
50,0.01014744183344264,0.00015768216690048575,0.00998975895345211,0.009363525547087193,0.00015768216690048575,0.05758634954690933,0.00998975895345211,0.0109058642238822,0.0007484313,0.010157423,0.009172005,0.00014968627,0.0576022,0.010157423,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.Adam'>,10,0.0
50,0.6185538537918576,0.0011482173576951027,0.37970882654190063,0.03214588016271591,0.0011482173576951027,0.5710487961769104,0.37970882654190063,0.627246569688358,0.0064986963,0.3821622,0.034346957,0.0012997414,0.5737221,0.3821622,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.Adam'>,10,0.01
50,0.17668673481260028,7.198128150776029e-05,0.04929452762007713,0.006108054891228676,7.198128150776029e-05,0.1940043568611145,0.04929453134536743,0.17804671748289985,0.00036835685,0.04922391,0.0062059117,7.367137e-05,0.1938819,0.04922391,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.Adam'>,10,0.001
50,1.141432263737633,0.05218643322587013,0.6634261608123779,0.22189748287200928,0.05218643322587013,0.7572265863418579,0.6634261608123779,1.3560584199807,0.2592354,0.6678778,0.22107905,0.05184709,0.7611625,0.6678778,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.Adam'>,10,0.1
50,0.02846132790344575,0.0005729905096814036,0.027888352051377296,0.01836267299950123,0.0005729905096814036,0.11751428991556168,0.027888352051377296,0.030380911524924968,0.0028517938,0.027529106,0.018290484,0.00057035923,0.11698644,0.027529102,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.SGD'>,10,0.0
50,0.6367578000303299,0.0016525178216397762,0.39018774032592773,0.03532367944717407,0.0016525178216397762,0.5764263868331909,0.3901877701282501,0.647658414452795,0.008271892,0.39401323,0.035301395,0.001654378,0.58033067,0.39401317,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.SGD'>,10,0.01
50,0.21108647523418306,0.00021668500266969204,0.05989087373018265,0.010528800077736378,0.00021668500266969204,0.21238550543785095,0.05989087000489235,0.21319413310478605,0.0010877755,0.060452912,0.010543501,0.00021755496,0.21339259,0.060452912,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.SGD'>,10,0.001
50,1.1472322280444796,0.05722128972411156,0.6639657020568848,0.22103823721408844,0.05722128972411156,0.7569118142127991,0.66396564245224,1.3825007625988552,0.2870388,0.6693123,0.22106484,0.057407822,0.76147413,0.6693123,tanh,0.0,50,linear,0.03,8,<class 'keras.optimizers.SGD'>,10,0.1
50,0.007956995148514766,6.960698374314234e-05,0.007887385785579681,0.006135012488812208,6.960698374314234e-05,0.047232478857040405,0.007887386716902256,0.008438360891933184,0.0003486308,0.008089728,0.0062036635,6.972626e-05,0.047475126,0.008089726,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.Adam'>,10,0.0
50,0.6170742161690242,0.0013025334337726235,0.3791632652282715,0.03446274995803833,0.0013025334337726235,0.5706200003623962,0.3791632652282715,0.6264173302858594,0.006489468,0.3818765,0.03435876,0.0012978937,0.5736712,0.3818765,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.Adam'>,10,0.01
50,0.17634234603435275,6.588215183001012e-05,0.048158254474401474,0.005636516492813826,6.588215183001012e-05,0.19162152707576752,0.048158254474401474,0.1776697677515802,0.0003649891,0.049169663,0.0061347405,7.299783e-05,0.19397864,0.049169663,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.Adam'>,10,0.001
50,1.145510959436023,0.051190633326768875,0.6618756055831909,0.2197975069284439,0.051190633326768875,0.756182849407196,0.6618756055831909,1.3561514730491335,0.2590318,0.6677961,0.22107868,0.05180636,0.7611673,0.6677961,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.Adam'>,10,0.1
50,0.028099032707275852,0.00027551004313863814,0.02782352641224861,0.012222597375512123,0.00027551004313863814,0.10892806202173233,0.02782352641224861,0.02880249754377892,0.0013806488,0.027421854,0.012308708,0.00027613025,0.10838616,0.027421854,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.SGD'>,10,0.0
50,0.641429888350623,0.0015415597008541226,0.38776934146881104,0.03457656875252724,0.0015415597008541226,0.5749861598014832,0.38776934146881104,0.6521413085952638,0.007874171,0.39169857,0.034961406,0.0015748331,0.5790231,0.39169857,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.SGD'>,10,0.01
50,0.21368549593857356,0.00011664696648949757,0.0589565709233284,0.00782620906829834,0.00011664696648949757,0.21139976382255554,0.0589565709233284,0.2156175248206608,0.00057858875,0.059350803,0.0077809184,0.00011571769,0.21204248,0.05935081,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.SGD'>,10,0.001
50,1.1466483417011442,0.055388882756233215,0.6644222140312195,0.2215079367160797,0.055388882756233215,0.7569411993026733,0.6644222140312195,1.3743865415217384,0.27646697,0.66971004,0.22104868,0.055293377,0.7614507,0.66971004,tanh,0.0,50,linear,0.03,16,<class 'keras.optimizers.SGD'>,10,0.1
50,0.005943700841568884,7.655896479263902e-05,0.0058671412989497185,0.006517818197607994,7.655896479263902e-05,0.04002542793750763,0.0058671412989497185,0.006252582400153938,0.00036308073,0.0058894996,0.0063043972,7.2616116e-05,0.039999213,0.0058894996,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.Adam'>,10,0.0
50,0.6174573799920461,0.0011114374501630664,0.37552571296691895,0.03167714178562164,0.0011114374501630664,0.5675185322761536,0.37552571296691895,0.6259303679541935,0.006498903,0.38173196,0.03437642,0.0012997816,0.57361114,0.381732,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.Adam'>,10,0.01
50,0.17559243833261823,0.00010507839760975912,0.05091293528676033,0.008365148678421974,0.00010507839760975912,0.19803015887737274,0.05091293528676033,0.1770073486462472,0.00036631955,0.04901575,0.0061845165,7.326398e-05,0.19381276,0.04901575,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.Adam'>,10,0.001
50,1.1469211794081189,0.05072125419974327,0.6625378727912903,0.21872934699058533,0.05072125419974327,0.7566304802894592,0.6625378727912903,1.355662867568788,0.2589021,0.6677579,0.22108056,0.051780403,0.76116306,0.6677579,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.Adam'>,10,0.1
50,0.020204985194972585,0.0002941395214293152,0.019910847768187523,0.013316130265593529,0.0002941395214293152,0.09594070166349411,0.019910849630832672,0.021157427170565204,0.0014739326,0.019683503,0.013358625,0.00029478647,0.09536017,0.019683503,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.SGD'>,10,0.0
50,0.6435603585508135,0.0015179896727204323,0.38914090394973755,0.034862909466028214,0.0015179896727204323,0.5762426853179932,0.38914087414741516,0.6540811847599726,0.0076558925,0.39278457,0.03500643,0.0015311785,0.5800108,0.39278454,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.SGD'>,10,0.01
50,0.21799868042506867,9.100630995817482e-05,0.05855117738246918,0.007063685450702906,9.100630995817482e-05,0.2125438153743744,0.05855117738246918,0.21964384376529664,0.00046295457,0.05886413,0.007147191,9.259087e-05,0.21333449,0.05886413,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.SGD'>,10,0.001
50,1.1470042472793942,0.05501573905348778,0.6636276245117188,0.22110573947429657,0.05501573905348778,0.7568098306655884,0.6636276245117188,1.373225483534828,0.27561963,0.6690194,0.22111608,0.055123955,0.7614112,0.6690194,tanh,0.0,50,linear,0.03,32,<class 'keras.optimizers.SGD'>,10,0.1
50,0.22721324369074805,0.008962306194007397,0.21825096011161804,0.07869255542755127,0.008962306194007397,0.3287142217159271,0.21825094521045685,0.26845539440474814,0.046314057,0.2221412,0.07983863,0.00926281,0.33238462,0.2221412,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.Adam'>,10,0.0
50,0.7592303986587222,0.005723217036575079,0.4394494295120239,0.062412068247795105,0.005723217036575079,0.6111172437667847,0.4394494295120239,0.7908832395360583,0.030167304,0.44543186,0.06392606,0.006033466,0.616437,0.44543186,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.Adam'>,10,0.01
50,0.31508423203513736,0.00804293341934681,0.10601365566253662,0.07454352080821991,0.00804293341934681,0.2764398455619812,0.10601364821195602,0.3501857272925831,0.040886153,0.10751984,0.07535804,0.008177218,0.27919325,0.10751984,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.Adam'>,10,0.001
50,2.2769403325186834,0.06857900321483612,0.6641306281089783,0.23730187118053436,0.06857900321483612,0.7569564580917358,0.6641306281089783,2.5773982121830894,0.3431315,0.6695096,0.23695733,0.06862625,0.7615704,0.6695096,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.Adam'>,10,0.1
50,0.1399866775151283,0.012730397284030914,0.12725628912448883,0.09500890225172043,0.012730397284030914,0.2874757945537567,0.12725628912448883,0.19485609942958468,0.06444888,0.1304072,0.0953515,0.012889785,0.29128876,0.1304072,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.SGD'>,10,0.0
50,0.8781675297116477,0.01613212563097477,0.44978898763656616,0.10674887895584106,0.01613212563097477,0.618109405040741,0.4497889578342438,0.9503508847384226,0.08153397,0.4551905,0.10746378,0.016306803,0.6230999,0.4551905,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.SGD'>,10,0.01
50,0.3345735877279251,0.004573244135826826,0.16394351422786713,0.05630801245570183,0.004573244135826826,0.34746283292770386,0.16394352912902832,0.3568687618488357,0.023473348,0.16710338,0.057299495,0.004694674,0.35128722,0.16710338,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.SGD'>,10,0.001
50,1.2377339285517497,0.06423049420118332,0.6648329496383667,0.22211754322052002,0.06423049420118332,0.7572323083877563,0.6648329496383667,1.5049859118840052,0.3235803,0.67030245,0.22267516,0.06471607,0.7618846,0.6703025,tanh,0.0,50,linear,0.003,4,<class 'keras.optimizers.SGD'>,10,0.1
50,0.03208976587694552,0.0009664169629104435,0.031123345717787743,0.02446884661912918,0.0009664169629104435,0.12376800179481506,0.031123345717787743,0.03573135667968364,0.0049082665,0.030823108,0.024655078,0.0009816533,0.12286969,0.030823112,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.Adam'>,10,0.0
50,0.8471514575065129,0.0025774622336030006,0.397701621055603,0.04489896073937416,0.0025774622336030006,0.5815660357475281,0.397701621055603,0.86577084731488,0.013013896,0.40162954,0.045015715,0.0026027798,0.58553326,0.4016295,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.Adam'>,10,0.01
50,0.2795478475472284,0.00043820199789479375,0.11119987815618515,0.015651166439056396,0.00043820199789479375,0.28387323021888733,0.11119987815618515,0.285141549957177,0.0022634435,0.11413243,0.015927617,0.00045268863,0.28787547,0.11413243,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.Adam'>,10,0.001
50,3.0177566270979623,0.06954652070999146,0.664204478263855,0.24549512565135956,0.06954652070999146,0.7571420073509216,0.664204478263855,3.336777151198614,0.3507043,0.66957015,0.24634218,0.07014088,0.7617294,0.6695701,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.Adam'>,10,0.1
50,0.10391444164136099,0.001491332659497857,0.10242309421300888,0.03075646609067917,0.001491332659497857,0.2690926492214203,0.10242309421300888,0.11206139564395896,0.0076293484,0.10443204,0.03114586,0.0015258662,0.2720463,0.104432024,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.SGD'>,10,0.0
50,0.8653201199713207,0.003024206729605794,0.44217902421951294,0.044793061912059784,0.003024206729605794,0.6125781536102295,0.44217902421951294,0.8835644645823373,0.015222237,0.44720232,0.04495259,0.0030444441,0.6172416,0.44720232,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.SGD'>,10,0.01
50,0.335662123655516,0.00776610616594553,0.13306383788585663,0.07358085364103317,0.00776610616594553,0.31029948592185974,0.13306382298469543,0.37114036717112103,0.040075004,0.13522911,0.074629545,0.008015002,0.31311065,0.13522911,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.SGD'>,10,0.001
50,1.2325074538351997,0.05999516695737839,0.664189338684082,0.22181621193885803,0.05999516695737839,0.7568112015724182,0.664189338684082,1.4806821317899794,0.30009848,0.6695471,0.22152625,0.060019653,0.76142365,0.6695471,tanh,0.0,50,linear,0.003,8,<class 'keras.optimizers.SGD'>,10,0.1
50,0.0186006404237733,0.00032978993840515614,0.018270857632160187,0.013939731754362583,0.00032978993840515614,0.09210041910409927,0.018270857632160187,0.01986045855363565,0.0016515808,0.018208887,0.013960864,0.00033031625,0.09180456,0.018208887,tanh,0.0,50,linear,0.003,16,<class 'keras.optimizers.Adam'>,10,0.0
50,0.8038343601756626,0.001887753140181303,0.3903332054615021,0.0401887483894825,0.001887753140181303,0.577445924282074,0.3903331756591797,0.8191700659100971,0.009493538,0.39409998,0.04032893,0.0018987062,0.5813208,0.39409998,tanh,0.0,50,linear,0.003,16,<class 'keras.optimizers.Adam'>,10,0.01
50,0.2180465930511081,0.00012112400872865692,0.06001570448279381,0.008170269429683685,0.00012112400872865692,0.2154688537120819,0.06001570448279381,0.2201862148112721,0.0006164732,0.060318526,0.008254582,0.00012329462,0.21606322,0.060318533,tanh,0.0,50,linear,0.003,16,<class 'keras.optimizers.Adam'>,10,0.001
50,2.4733078752245223,0.06036878749728203,0.6639023423194885,0.2364126592874527,0.06036878749728203,0.7568672895431519,0.6639023423194885,2.7464755682718187,0.3032181,0.6693312,0.2367558,0.060643606,0.7614794,0.6693313,tanh,0.0,50,linear,0.003,16,<class 'keras.optimizers.Adam'>,10,0.1
50,0.04873419798437565,0.0008505819132551551,0.04788362607359886,0.02351672388613224,0.0008505819132551551,0.16292184591293335,0.04788362607359886,0.05265124722842186,0.004327476,0.048323784,0.023747902,0.00086549483,0.16429627,0.048323784,tanh,0.0,50,linear,0.003,16,<class 'keras.optimizers.SGD'>,10,0.0
50,0.9680593520875961,0.002297536935657263,0.4236823320388794,0.04015068709850311,0.002297536935657263,0.6020234823226929,0.4236823320388794,0.9868587202495999,0.011684309,0.42757335,0.0405092,0.0023368616,0.60597944,0.42757335,tanh,0.0,50,linear,0.003,16,<class 'keras.optimizers.SGD'>,10,0.01
50,0.41482804228389075,0.0004225868615321815,0.1180107370018959,0.015742262825369835,0.0004225868615321815,0.3063035011291504,0.1180107444524765,0.4206874172602381,0.0021348067,0.11930907,0.015941793,0.00042696137,0.3082144,0.11930907,tanh,0.0,50,linear,0.003,16,<class 'keras.optimizers.SGD'>,10,0.001
