batch_amount,liq_amount,rpm,impellerDiameter,solidDensity,Initial_Porosity,Granule_density,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Coarse
1200,700,400,0.75,200,0.2,362.0962113,0.908173669,0.995914118,0.999987706,0.999999998,1,1,1,1
1200,700,400,0.75,200,0.3,362.0961726,0.908102618,0.995922079,0.999987755,0.999999998,1,1,1,1
1200,700,400,0.75,200,0.4,362.0935218,0.910152905,0.996307566,0.999989427,0.999999998,1,1,1,1
1200,700,400,0.75,200,0.5,362.0961772,0.908103525,0.995920531,0.999987746,0.999999998,1,1,1,1
1200,700,500,0.75,200,0.4,362.1056923,0.926550287,0.997946651,0.999995992,1,1,1,1,1
1200,700,500,0.125,200,0.1,362.0598369,0.985272345,0.989740752,0.994221668,0.999832562,0.999999846,0.999999846,1,1
1200,700,500,0.175,200,0.1,362.0830254,0.970067448,0.981292952,0.9965186,0.99997823,0.999999994,0.999999994,1,1
1200,700,600,0.75,200,0.5,362.1095499,0.949336553,0.999218719,0.999999125,1,1,1,1,1
1200,800,400,0.75,200,0.4,362.1014917,0.905924726,0.994457722,0.999976848,0.999999994,1,1,1,1
1400,600,100,0.75,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.75,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.75,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.75,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.125,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.125,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.125,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.125,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.175,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.175,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.175,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.175,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.25,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.25,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.25,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,100,0.25,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.75,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.75,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.75,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.75,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.75,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.125,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.125,200,0.2,362.1370382,1,1,1,1,1,1,1,1
